SECTION_HORIZON
# The horizon length in days:
77

SECTION_SHIFTS
# ShiftID, Length in mins, Shifts which cannot follow this shift | separated
DS,25.0,
WRM,25.0,WRM
BS,20.0,DS|WRM|BS
FS,25.0,DS
OC,25.0,DS|WRM|BS|WOC|WDS|OC|FS
WDS,30.0,OC
WOC,30.0,DS|WRM|BS|OC
FBS,20.0,
FOC,25.0,
SOC,25.0,
EOC,25.0,
SEOC,25.0,
SFOC,25.0,
CA,20.0,
MI,25.0,
WFS,33.0,

SECTION_STAFF
# ID, MaxShifts, MaxTotalMinutes, MinTotalMinutes, MaxConsecutiveShifts, MinConsecutiveShifts, MinConsecutiveDaysOff, MaxWeekends
BR,OC=2|BS=2|DS=6|WRM=6|FS=6,405,0,3,1,1,3
NC,OC=4|BS=4|DS=8|WRM=8|FS=8,564,0,3,1,1,3
LJ,OC=2|BS=2|DS=5|WRM=5|FS=5,371,0,3,1,1,3
MC,OC=3|BS=3|DS=6|WRM=6|FS=6,420,0,3,1,1,3
JT,OC=4|BS=4|DS=8|WRM=8|FS=8,504,0,3,1,1,3
SP,OC=4|BS=4|DS=8|WRM=8|FS=8,608,0,3,1,1,3
KS,OC=3|BS=3|DS=7|WRM=7|FS=7,589,0,3,1,1,3
RK,OC=3|BS=3|DS=7|WRM=7|FS=7,600,0,3,1,1,3
MCW,OC=4|BS=4|DS=8|WRM=8|FS=8,588,0,3,1,1,3
JH,OC=2|BS=2|DS=5|WRM=5|FS=5,400,0,3,1,1,3
FD,OC=2|BS=2|DS=6|WRM=6|FS=6,500,0,3,1,1,3
CS,OC=2|BS=2|DS=6|WRM=6|FS=6,450,0,3,1,1,3
EP,OC=3|BS=3|DS=7|WRM=7|FS=7,546,0,3,1,1,3
RA,OC=1|BS=1|DS=4|WRM=4|FS=4,220,0,3,1,1,3
KJ,OC=4|BS=4|DS=8|WRM=8|FS=8,608,0,3,1,1,3
RR,OC=3|BS=3|DS=7|WRM=7|FS=7,602,0,3,1,1,3

SECTION_DAYS_OFF
# EmployeeID, DayIndexes (start at zero)
BR,0,1,2,3,4,5,6,7,12,13,14,19,20,21,26,27,28,31,35,37,38,39,40,41,42,43,44,45,46,47,48,49,54,55,56,61,62,63,68,69,70,75,76
NC,0,2,3,4,5,6,8,10,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31,33,34,36,38,40,41,43,45,47,48,50,52,54,55,57,59,61,62,64,66,68,69,71,73,75,76
LJ,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,19,20,23,24,25,26,27,30,31,32,33,34,37,38,39,40,41,44,45,46,47,48,51,52,53,54,55,58,59,60,61,62,65,66,67,68,69,70,71,72,73,74,75,76
MC,0,1,2,3,5,6,7,12,13,14,15,16,17,18,19,20,21,26,27,28,33,34,35,40,41,42,46,49,51,52,53,54,55,56,60,61,62,63,68,69,70,71,72,73,74,75,76
JT,0,1,2,3,7,8,9,10,11,12,13,14,15,16,17,18,19,20,26,27,29,33,34,35,36,37,38,39,40,41,43,45,47,48,53,54,55,57,61,62,64,67,70,71,72,73,74,75,76
SP,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,25,26,27,31,35,36,37,38,39,40,41,46,47,48,53,54,55,59,63,64,65,66,67,68,69,70,71,72,73,74,75,76
KS,2,3,4,5,6,9,11,12,13,14,15,16,17,18,19,20,23,25,26,27,30,32,33,34,37,39,40,41,42,43,44,46,47,48,51,52,56,58,59,60,61,62,65,67,68,69,72,74,75,76
RK,2,5,6,9,12,13,16,17,21,22,23,24,25,26,27,28,29,30,31,32,33,34,37,40,41,44,47,48,51,54,55,58,59,63,65,66,67,68,69,72,75,76
MCW,0,1,2,3,4,5,6,7,8,9,10,11,12,13,16,19,20,24,28,29,30,31,32,33,34,38,39,40,41,42,43,44,47,48,52,56,58,59,60,61,62,66,67,68,69,75,76
JH,0,3,4,5,6,7,8,9,10,11,12,13,14,17,18,19,20,21,24,25,26,27,28,31,32,33,34,35,38,39,40,41,42,45,46,47,48,49,52,53,54,55,56,59,60,61,62,63,66,67,68,69,70,73,74,75,76
FD,1,2,5,6,8,9,12,13,15,16,21,22,23,24,25,26,27,29,30,33,34,36,37,40,41,42,43,44,45,46,47,48,50,51,54,55,57,58,61,62,64,65,71,72,75,76
CS,0,2,4,5,6,7,8,9,10,11,12,13,14,16,19,20,21,22,23,24,25,26,27,28,30,33,34,35,37,38,42,43,44,45,46,47,48,49,51,54,55,56,58,59,60,61,62,63,64,65,66,67,68,69,70,72,75,76
EP,2,3,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,33,34,36,37,40,41,47,48,54,55,61,62,68,69,75,76
RA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
KJ,3,5,6,7,8,9,10,11,12,13,17,19,20,24,28,29,30,31,32,33,34,36,37,38,39,40,41,45,47,48,52,53,54,55,56,57,58,59,60,61,62,66,68,69,73
RR,5,6,10,14,15,16,17,18,19,20,21,22,23,24,25,26,27,33,34,38,42,43,44,45,49,50,51,52,53,54,55,60,61,62,63,68,69,75,76

SECTION_SHIFT_ON_REQUESTS
# EmployeeID, Day, ShiftID, Weight
2,MI,0,100,100
2,WFS,0,100,100
3,DS,1,100,100
3,WRM,1,100,100
3,BS,1,100,100
3,FS,1,100,100
3,OC,1,100,100
3,WDS,0,100,100
3,WOC,0,100,100
3,FBS,0,100,100
3,FOC,0,100,100
3,SOC,0,100,100
3,EOC,0,100,100
3,SEOC,0,100,100
3,SFOC,0,100,100
3,CA,0,100,100
3,MI,0,100,100
3,WFS,0,100,100
4,DS,1,100,100
4,WRM,1,100,100
4,BS,0,100,100
4,FS,1,100,100
4,OC,0,100,100
4,WDS,0,100,100
4,WOC,0,100,100
4,FBS,1,100,100
4,FOC,1,100,100
4,SOC,0,100,100
4,EOC,0,100,100
4,SEOC,0,100,100
4,SFOC,0,100,100
4,CA,0,100,100
4,MI,0,100,100
4,WFS,0,100,100
5,DS,0,100,100
5,WRM,0,100,100
5,BS,0,100,100
5,FS,0,100,100
5,OC,0,100,100
5,WDS,1,100,100
5,WOC,1,100,100
5,FBS,0,100,100
5,FOC,0,100,100
5,SOC,0,100,100
5,EOC,0,100,100
5,SEOC,0,100,100
5,SFOC,0,100,100
5,CA,0,100,100
5,MI,0,100,100
5,WFS,0,100,100
6,DS,0,100,100
6,WRM,0,100,100
6,BS,0,100,100
6,FS,0,100,100
6,OC,0,100,100
6,WDS,1,100,100
6,WOC,1,100,100
6,FBS,0,100,100
6,FOC,0,100,100
6,SOC,0,100,100
6,EOC,0,100,100
6,SEOC,0,100,100
6,SFOC,0,100,100
6,CA,0,100,100
6,MI,0,100,100
6,WFS,0,100,100
7,DS,1,100,100
7,WRM,1,100,100
7,BS,1,100,100
7,FS,1,100,100
7,OC,1,100,100
7,WDS,0,100,100
7,WOC,0,100,100
7,FBS,0,100,100
7,FOC,0,100,100
7,SOC,0,100,100
7,EOC,0,100,100
7,SEOC,0,100,100
7,SFOC,0,100,100
7,CA,0,100,100
7,MI,0,100,100
7,WFS,0,100,100
8,DS,1,100,100
8,WRM,1,100,100
8,BS,1,100,100
8,FS,1,100,100
8,OC,1,100,100
8,WDS,0,100,100
8,WOC,0,100,100
8,FBS,0,100,100
8,FOC,0,100,100
8,SOC,0,100,100
8,EOC,0,100,100
8,SEOC,0,100,100
8,SFOC,0,100,100
8,CA,0,100,100
8,MI,0,100,100
8,WFS,0,100,100
9,DS,1,100,100
9,WRM,1,100,100
9,BS,1,100,100
9,FS,1,100,100
9,OC,1,100,100
9,WDS,0,100,100
9,WOC,0,100,100
9,FBS,0,100,100
9,FOC,0,100,100
9,SOC,0,100,100
9,EOC,0,100,100
9,SEOC,0,100,100
9,SFOC,0,100,100
9,CA,0,100,100
9,MI,0,100,100
9,WFS,0,100,100
10,DS,1,100,100
10,WRM,1,100,100
10,BS,1,100,100
10,FS,1,100,100
10,OC,1,100,100
10,WDS,0,100,100
10,WOC,0,100,100
10,FBS,0,100,100
10,FOC,0,100,100
10,SOC,0,100,100
10,EOC,0,100,100
10,SEOC,0,100,100
10,SFOC,0,100,100
10,CA,0,100,100
10,MI,0,100,100
10,WFS,0,100,100
11,DS,1,100,100
11,WRM,1,100,100
11,BS,0,100,100
11,FS,1,100,100
11,OC,0,100,100
11,WDS,0,100,100
11,WOC,0,100,100
11,FBS,1,100,100
11,FOC,1,100,100
11,SOC,0,100,100
11,EOC,0,100,100
11,SEOC,0,100,100
11,SFOC,0,100,100
11,CA,0,100,100
11,MI,0,100,100
11,WFS,0,100,100
12,DS,0,100,100
12,WRM,0,100,100
12,BS,0,100,100
12,FS,0,100,100
12,OC,0,100,100
12,WDS,1,100,100
12,WOC,1,100,100
12,FBS,0,100,100
12,FOC,0,100,100
12,SOC,0,100,100
12,EOC,0,100,100
12,SEOC,0,100,100
12,SFOC,0,100,100
12,CA,0,100,100
12,MI,0,100,100
12,WFS,0,100,100
13,DS,0,100,100
13,WRM,0,100,100
13,BS,0,100,100
13,FS,0,100,100
13,OC,0,100,100
13,WDS,1,100,100
13,WOC,1,100,100
13,FBS,0,100,100
13,FOC,0,100,100
13,SOC,0,100,100
13,EOC,0,100,100
13,SEOC,0,100,100
13,SFOC,0,100,100
13,CA,0,100,100
13,MI,0,100,100
13,WFS,0,100,100
14,DS,1,100,100
14,WRM,1,100,100
14,BS,1,100,100
14,FS,1,100,100
14,OC,1,100,100
14,WDS,0,100,100
14,WOC,0,100,100
14,FBS,0,100,100
14,FOC,0,100,100
14,SOC,0,100,100
14,EOC,0,100,100
14,SEOC,0,100,100
14,SFOC,0,100,100
14,CA,0,100,100
14,MI,0,100,100
14,WFS,0,100,100
15,DS,1,100,100
15,WRM,1,100,100
15,BS,1,100,100
15,FS,1,100,100
15,OC,1,100,100
15,WDS,0,100,100
15,WOC,0,100,100
15,FBS,0,100,100
15,FOC,0,100,100
15,SOC,0,100,100
15,EOC,0,100,100
15,SEOC,0,100,100
15,SFOC,0,100,100
15,CA,0,100,100
15,MI,0,100,100
15,WFS,0,100,100
16,DS,1,100,100
16,WRM,1,100,100
16,BS,1,100,100
16,FS,1,100,100
16,OC,1,100,100
16,WDS,0,100,100
16,WOC,0,100,100
16,FBS,0,100,100
16,FOC,0,100,100
16,SOC,0,100,100
16,EOC,0,100,100
16,SEOC,0,100,100
16,SFOC,0,100,100
16,CA,0,100,100
16,MI,0,100,100
16,WFS,0,100,100
17,DS,1,100,100
17,WRM,1,100,100
17,BS,1,100,100
17,FS,1,100,100
17,OC,1,100,100
17,WDS,0,100,100
17,WOC,0,100,100
17,FBS,0,100,100
17,FOC,0,100,100
17,SOC,0,100,100
17,EOC,0,100,100
17,SEOC,0,100,100
17,SFOC,0,100,100
17,CA,0,100,100
17,MI,0,100,100
17,WFS,0,100,100
18,DS,1,100,100
18,WRM,1,100,100
18,BS,0,100,100
18,FS,1,100,100
18,OC,0,100,100
18,WDS,0,100,100
18,WOC,0,100,100
18,FBS,1,100,100
18,FOC,1,100,100
18,SOC,0,100,100
18,EOC,0,100,100
18,SEOC,0,100,100
18,SFOC,0,100,100
18,CA,0,100,100
18,MI,0,100,100
18,WFS,0,100,100
19,DS,0,100,100
19,WRM,0,100,100
19,BS,0,100,100
19,FS,0,100,100
19,OC,0,100,100
19,WDS,1,100,100
19,WOC,1,100,100
19,FBS,0,100,100
19,FOC,0,100,100
19,SOC,0,100,100
19,EOC,0,100,100
19,SEOC,0,100,100
19,SFOC,0,100,100
19,CA,0,100,100
19,MI,0,100,100
19,WFS,0,100,100
20,DS,0,100,100
20,WRM,0,100,100
20,BS,0,100,100
20,FS,0,100,100
20,OC,0,100,100
20,WDS,1,100,100
20,WOC,1,100,100
20,FBS,0,100,100
20,FOC,0,100,100
20,SOC,0,100,100
20,EOC,0,100,100
20,SEOC,0,100,100
20,SFOC,0,100,100
20,CA,0,100,100
20,MI,0,100,100
20,WFS,0,100,100
21,DS,1,100,100
21,WRM,1,100,100
21,BS,1,100,100
21,FS,1,100,100
21,OC,1,100,100
21,WDS,0,100,100
21,WOC,0,100,100
21,FBS,0,100,100
21,FOC,0,100,100
21,SOC,0,100,100
21,EOC,0,100,100
21,SEOC,0,100,100
21,SFOC,0,100,100
21,CA,0,100,100
21,MI,0,100,100
21,WFS,0,100,100
22,DS,1,100,100
22,WRM,1,100,100
22,BS,1,100,100
22,FS,1,100,100
22,OC,1,100,100
22,WDS,0,100,100
22,WOC,0,100,100
22,FBS,0,100,100
22,FOC,0,100,100
22,SOC,0,100,100
22,EOC,0,100,100
22,SEOC,0,100,100
22,SFOC,0,100,100
22,CA,0,100,100
22,MI,0,100,100
22,WFS,0,100,100
23,DS,1,100,100
23,WRM,1,100,100
23,BS,1,100,100
23,FS,1,100,100
23,OC,1,100,100
23,WDS,0,100,100
23,WOC,0,100,100
23,FBS,0,100,100
23,FOC,0,100,100
23,SOC,0,100,100
23,EOC,0,100,100
23,SEOC,0,100,100
23,SFOC,0,100,100
23,CA,0,100,100
23,MI,0,100,100
23,WFS,0,100,100
24,DS,1,100,100
24,WRM,1,100,100
24,BS,1,100,100
24,FS,1,100,100
24,OC,1,100,100
24,WDS,0,100,100
24,WOC,0,100,100
24,FBS,0,100,100
24,FOC,0,100,100
24,SOC,0,100,100
24,EOC,0,100,100
24,SEOC,0,100,100
24,SFOC,0,100,100
24,CA,0,100,100
24,MI,0,100,100
24,WFS,0,100,100
25,DS,1,100,100
25,WRM,1,100,100
25,BS,0,100,100
25,FS,1,100,100
25,OC,0,100,100
25,WDS,0,100,100
25,WOC,0,100,100
25,FBS,1,100,100
25,FOC,1,100,100
25,SOC,0,100,100
25,EOC,0,100,100
25,SEOC,0,100,100
25,SFOC,0,100,100
25,CA,0,100,100
25,MI,0,100,100
25,WFS,0,100,100
26,DS,0,100,100
26,WRM,0,100,100
26,BS,0,100,100
26,FS,0,100,100
26,OC,0,100,100
26,WDS,1,100,100
26,WOC,1,100,100
26,FBS,0,100,100
26,FOC,0,100,100
26,SOC,0,100,100
26,EOC,0,100,100
26,SEOC,0,100,100
26,SFOC,0,100,100
26,CA,0,100,100
26,MI,0,100,100
26,WFS,0,100,100
27,DS,0,100,100
27,WRM,0,100,100
27,BS,0,100,100
27,FS,0,100,100
27,OC,0,100,100
27,WDS,1,100,100
27,WOC,1,100,100
27,FBS,0,100,100
27,FOC,0,100,100
27,SOC,0,100,100
27,EOC,0,100,100
27,SEOC,0,100,100
27,SFOC,0,100,100
27,CA,0,100,100
27,MI,0,100,100
27,WFS,0,100,100
28,DS,1,100,100
28,WRM,1,100,100
28,BS,1,100,100
28,FS,1,100,100
28,OC,1,100,100
28,WDS,0,100,100
28,WOC,0,100,100
28,FBS,0,100,100
28,FOC,0,100,100
28,SOC,0,100,100
28,EOC,0,100,100
28,SEOC,0,100,100
28,SFOC,0,100,100
28,CA,0,100,100
28,MI,0,100,100
28,WFS,0,100,100
29,DS,1,100,100
29,WRM,1,100,100
29,BS,1,100,100
29,FS,1,100,100
29,OC,1,100,100
29,WDS,0,100,100
29,WOC,0,100,100
29,FBS,0,100,100
29,FOC,0,100,100
29,SOC,0,100,100
29,EOC,0,100,100
29,SEOC,0,100,100
29,SFOC,0,100,100
29,CA,0,100,100
29,MI,0,100,100
29,WFS,0,100,100
30,DS,1,100,100
30,WRM,1,100,100
30,BS,1,100,100
30,FS,1,100,100
30,OC,1,100,100
30,WDS,0,100,100
30,WOC,0,100,100
30,FBS,0,100,100
30,FOC,0,100,100
30,SOC,0,100,100
30,EOC,0,100,100
30,SEOC,0,100,100
30,SFOC,0,100,100
30,CA,0,100,100
30,MI,0,100,100
30,WFS,0,100,100
31,DS,1,100,100
31,WRM,1,100,100
31,BS,1,100,100
31,FS,1,100,100
31,OC,1,100,100
31,WDS,0,100,100
31,WOC,0,100,100
31,FBS,0,100,100
31,FOC,0,100,100
31,SOC,0,100,100
31,EOC,0,100,100
31,SEOC,0,100,100
31,SFOC,0,100,100
31,CA,0,100,100
31,MI,0,100,100
31,WFS,0,100,100
32,DS,1,100,100
32,WRM,1,100,100
32,BS,0,100,100
32,FS,1,100,100
32,OC,0,100,100
32,WDS,0,100,100
32,WOC,0,100,100
32,FBS,1,100,100
32,FOC,1,100,100
32,SOC,0,100,100
32,EOC,0,100,100
32,SEOC,0,100,100
32,SFOC,0,100,100
32,CA,0,100,100
32,MI,0,100,100
32,WFS,0,100,100
33,DS,0,100,100
33,WRM,0,100,100
33,BS,0,100,100
33,FS,0,100,100
33,OC,0,100,100
33,WDS,1,100,100
33,WOC,1,100,100
33,FBS,0,100,100
33,FOC,0,100,100
33,SOC,0,100,100
33,EOC,0,100,100
33,SEOC,0,100,100
33,SFOC,0,100,100
33,CA,0,100,100
33,MI,0,100,100
